x,y
5.4881350392732475,12.379620844750937
7.151893663724195,12.931475717957525
6.027633760716439,14.851640198152998
5.448831829968968,13.211438329320977
4.236547993389047,6.280616313348263
6.458941130666561,13.48993111574325
4.375872112626925,8.644728325565264
8.917730007820797,18.75180402972395
9.636627605010293,19.989375306301636
3.8344151882577773,8.91241927309526
7.917250380826646,17.210958276119708
5.288949197529044,9.689366309611989
5.680445610939323,12.782909974228412
9.25596638292661,18.12576235743965
0.7103605819788694,2.8974024811798276
0.8712929970154071,2.0569769166720753
0.2021839744032572,2.0722222055871775
8.32619845547938,18.077961976062365
7.781567509498505,16.482860258019087
8.700121482468191,17.402913675725713
9.78618342232764,18.070566395395097
7.9915856421672355,18.823077828333748
4.6147936225293185,8.863944950530827
7.805291762864554,15.69149306943592
1.1827442586893322,3.92895263479896
6.399210213275238,10.861579553968426
1.433532874090464,4.137656095777821
9.446689170495839,16.633289399354464
5.218483217500717,8.813744792811395
4.146619399905235,7.976048238377546
2.64555612104627,6.20808201089355
7.742336894342166,12.840934132945273
4.5615033221654855,11.434839259995112
5.684339488686485,14.195209888209977
0.18789800436355142,2.334460933714161
6.176354970758771,14.325508240529105
6.120957227224214,13.634575457427514
6.169339968747569,12.09782332318122
9.437480785146242,17.41274276015848
6.818202991034834,10.616942364119772
3.59507900573786,7.326254830755054
4.3703195379934145,8.91484080406481
6.976311959272649,13.064103500109896
0.6022547162926983,1.6576643942673956
6.667667154456677,13.67244141508051
6.706378696181594,14.072810194061612
2.103825610738409,4.138263944781932
1.289262976548533,2.6542081157110933
3.1542835092418384,4.889624770657027
3.637107709426226,7.71010339914663
5.701967704178797,11.950604384857835
4.386015134623204,9.391078645976979
9.883738380592263,16.82394515553308
1.0204481074802807,4.2323143757755854
2.088767560948347,4.470051977077789
1.6130951788499626,2.587854244931777
6.531083254653984,15.701652100837842
2.532916025397821,4.5136126067246405
4.663107728563062,11.36462446236116
2.4442559200160274,3.6474958118548653
1.5896958364551972,3.304839884171119
1.1037514116430513,0.2493224391054467
6.563295894652734,12.123878602091416
1.381829513486138,0.9736340387049414
1.965823616800535,4.231416725441375
3.687251706609641,8.00227577466241
8.209932298479352,18.235872544804003
0.9710127579306127,4.798555029119843
8.379449074988038,17.8421791348066
0.9609840789396307,5.38667321993724
9.764594650133958,21.901502480810787
4.686512016477016,10.299900188253641
9.767610881903371,18.204503050477204
6.04845519745046,9.63816677761264
7.3926357939830165,13.903033724771854
0.39187792254320675,-0.03199025265354649
2.828069625764096,3.296079542097988
1.201965612131689,2.3213230446893145
2.9614019752214493,3.1755924791350756
1.1872771895424405,1.41723526990279
3.1798317939397602,4.951901529472922
4.1426299451467,10.546274799392016
0.6414749634878436,1.5794686181867825
6.924721193700199,13.134148396471263
5.666014542065751,14.080872339918624
2.653894909394454,1.8282145981678157
5.232480534666997,11.452666437547474
0.9394051075844168,0.16415820802466685
5.759464955561793,10.33990895609431
9.292961975762141,20.27849548596299
3.1856895245132364,8.402960664617101
6.674103799636817,10.667497138676497
1.3179786240439217,3.279674152026272
7.163272041185655,15.978726131604043
2.894060929472011,5.205417906773688
1.8319136200711683,4.6227028068784435
5.865129348100831,10.89658195701579
0.20107546187493552,1.192555259488322
8.289400292173632,16.743137032587992
0.046954761925470656,0.49078859348347503
